ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
276162,2023,July,Thursday,2,Suicide-related,Yes,No,NSA,NSA
276163,2023,July,Thursday,17,Overdose,No,No,NSA,NSA
276164,2023,July,Thursday,20,Suicide-related,No,No,NSA,NSA
276165,2023,July,Thursday,23,Overdose,Yes,No,NSA,NSA
276166,2023,July,Thursday,8,Person in Crisis,Yes,Yes,NSA,NSA
276167,2023,July,Thursday,9,Person in Crisis,Yes,Yes,NSA,NSA
276168,2023,July,Thursday,19,Suicide-related,Yes,No,NSA,NSA
276169,2023,July,Thursday,21,Person in Crisis,No,No,NSA,NSA
276170,2023,July,Thursday,1,Suicide-related,Yes,Yes,NSA,NSA
276171,2023,July,Thursday,11,Person in Crisis,Yes,Yes,NSA,NSA
276172,2023,July,Thursday,23,Overdose,No,No,NSA,NSA
276173,2023,July,Thursday,12,Person in Crisis,No,No,NSA,NSA
276174,2023,July,Thursday,6,Overdose,No,No,NSA,NSA
276175,2023,July,Thursday,23,Person in Crisis,No,No,NSA,NSA
276176,2023,July,Thursday,21,Overdose,Yes,No,NSA,NSA
276177,2023,July,Thursday,2,Suicide-related,Yes,No,NSA,NSA
276178,2023,July,Thursday,20,Suicide-related,Yes,Yes,NSA,NSA
276179,2023,July,Thursday,9,Overdose,No,No,NSA,NSA
276180,2023,July,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
276181,2023,July,Thursday,4,Person in Crisis,No,No,NSA,NSA
276182,2023,July,Thursday,7,Overdose,No,No,NSA,NSA
276183,2023,July,Thursday,7,Person in Crisis,Yes,Yes,NSA,NSA
276184,2023,July,Thursday,11,Suicide-related,Yes,Yes,NSA,NSA
276185,2023,July,Thursday,20,Overdose,Yes,No,NSA,NSA
276186,2023,July,Thursday,21,Suicide-related,Yes,No,NSA,NSA
276187,2023,July,Thursday,14,Person in Crisis,No,No,NSA,NSA
276188,2023,July,Thursday,18,Person in Crisis,No,No,NSA,NSA
276189,2023,July,Thursday,13,Suicide-related,No,No,NSA,NSA
276190,2023,July,Thursday,12,Person in Crisis,No,No,NSA,NSA
276191,2023,July,Thursday,5,Person in Crisis,No,No,NSA,NSA
276192,2023,July,Thursday,16,Overdose,No,No,NSA,NSA
276193,2023,July,Thursday,11,Person in Crisis,Yes,Yes,NSA,NSA
276194,2023,July,Thursday,15,Overdose,No,No,NSA,NSA
276195,2023,July,Thursday,0,Person in Crisis,Yes,Yes,NSA,NSA
276196,2023,July,Thursday,12,Person in Crisis,No,No,NSA,NSA
276197,2023,July,Thursday,10,Person in Crisis,Yes,Yes,NSA,NSA
276198,2023,July,Thursday,19,Person in Crisis,Yes,No,NSA,NSA
276199,2023,July,Thursday,13,Overdose,Yes,No,NSA,NSA
276200,2023,July,Thursday,16,Suicide-related,Yes,No,NSA,NSA
276201,2023,July,Thursday,9,Suicide-related,Yes,No,NSA,NSA
276202,2023,July,Thursday,10,Person in Crisis,No,No,NSA,NSA
276203,2023,July,Thursday,16,Suicide-related,Yes,No,NSA,NSA
276204,2023,July,Thursday,15,Overdose,No,No,NSA,NSA
276205,2023,July,Thursday,10,Suicide-related,Yes,No,NSA,NSA
276206,2023,July,Thursday,23,Suicide-related,Yes,Yes,NSA,NSA
276207,2023,July,Thursday,0,Suicide-related,Yes,No,NSA,NSA
276208,2023,July,Thursday,18,Overdose,No,No,NSA,NSA
276209,2023,July,Thursday,14,Person in Crisis,Yes,Yes,NSA,NSA
276210,2023,July,Thursday,22,Person in Crisis,Yes,No,NSA,NSA
276211,2023,July,Thursday,10,Person in Crisis,No,No,NSA,NSA
276212,2023,July,Thursday,11,Person in Crisis,Yes,Yes,NSA,NSA
276213,2023,July,Thursday,5,Suicide-related,Yes,Yes,NSA,NSA
276214,2023,July,Thursday,19,Overdose,No,No,NSA,NSA
276215,2023,July,Thursday,5,Overdose,Yes,No,NSA,NSA
276216,2023,July,Thursday,1,Person in Crisis,No,No,NSA,NSA
276217,2023,July,Thursday,19,Suicide-related,No,No,NSA,NSA
276575,2023,July,Tuesday,13,Person in Crisis,Yes,No,NSA,NSA
276576,2023,July,Tuesday,14,Suicide-related,Yes,No,NSA,NSA
276577,2023,July,Tuesday,23,Person in Crisis,No,No,NSA,NSA
276578,2023,July,Tuesday,16,Overdose,Yes,No,NSA,NSA
276579,2023,July,Tuesday,10,Person in Crisis,No,No,NSA,NSA
276580,2023,July,Tuesday,23,Suicide-related,Yes,No,NSA,NSA
276581,2023,July,Tuesday,9,Suicide-related,No,No,NSA,NSA
276582,2023,July,Tuesday,11,Suicide-related,Yes,Yes,NSA,NSA
276583,2023,July,Tuesday,19,Person in Crisis,Yes,Yes,NSA,NSA
276584,2023,July,Tuesday,19,Person in Crisis,No,No,NSA,NSA
276585,2023,July,Tuesday,8,Suicide-related,Yes,No,NSA,NSA
276586,2023,July,Tuesday,6,Person in Crisis,No,No,NSA,NSA
276587,2023,July,Tuesday,11,Overdose,Yes,No,NSA,NSA
276588,2023,July,Tuesday,9,Suicide-related,No,No,NSA,NSA
276589,2023,July,Tuesday,15,Person in Crisis,Yes,Yes,NSA,NSA
276590,2023,July,Tuesday,0,Suicide-related,Yes,Yes,NSA,NSA
276591,2023,July,Tuesday,1,Person in Crisis,No,No,NSA,NSA
276592,2023,July,Tuesday,23,Person in Crisis,No,No,NSA,NSA
276593,2023,July,Tuesday,12,Person in Crisis,No,No,NSA,NSA
276594,2023,July,Tuesday,5,Person in Crisis,No,No,NSA,NSA
276595,2023,July,Tuesday,2,Person in Crisis,No,No,NSA,NSA
276596,2023,July,Tuesday,11,Person in Crisis,No,No,NSA,NSA
276597,2023,July,Tuesday,16,Person in Crisis,Yes,Yes,NSA,NSA
276598,2023,July,Tuesday,13,Person in Crisis,No,No,NSA,NSA
276599,2023,July,Tuesday,10,Person in Crisis,No,No,NSA,NSA
276600,2023,July,Tuesday,16,Overdose,No,No,NSA,NSA
276601,2023,July,Tuesday,13,Suicide-related,No,No,NSA,NSA
276602,2023,July,Tuesday,17,Person in Crisis,No,No,NSA,NSA
276603,2023,July,Tuesday,20,Suicide-related,No,No,NSA,NSA
276604,2023,July,Tuesday,10,Overdose,Yes,No,NSA,NSA
276605,2023,July,Tuesday,21,Suicide-related,Yes,Yes,NSA,NSA
276606,2023,July,Tuesday,10,Overdose,No,No,NSA,NSA
276607,2023,July,Tuesday,6,Overdose,No,No,NSA,NSA
276608,2023,July,Tuesday,19,Suicide-related,No,No,NSA,NSA
276609,2023,July,Tuesday,21,Suicide-related,Yes,No,NSA,NSA
276610,2023,July,Tuesday,18,Suicide-related,Yes,Yes,NSA,NSA
276611,2023,July,Tuesday,6,Suicide-related,Yes,Yes,NSA,NSA
276612,2023,July,Tuesday,21,Person in Crisis,No,No,NSA,NSA
276613,2023,July,Tuesday,11,Person in Crisis,No,No,NSA,NSA
276614,2023,July,Tuesday,12,Person in Crisis,No,No,NSA,NSA
276615,2023,July,Tuesday,19,Person in Crisis,No,No,NSA,NSA
276616,2023,July,Tuesday,6,Overdose,No,No,NSA,NSA
276617,2023,July,Tuesday,15,Suicide-related,Yes,No,NSA,NSA
276618,2023,July,Tuesday,12,Person in Crisis,Yes,No,NSA,NSA
276619,2023,July,Tuesday,15,Person in Crisis,No,No,NSA,NSA
276620,2023,July,Tuesday,7,Suicide-related,No,No,NSA,NSA
276621,2023,July,Tuesday,9,Suicide-related,Yes,No,NSA,NSA
276622,2023,July,Tuesday,13,Person in Crisis,No,No,NSA,NSA
276623,2023,July,Tuesday,15,Person in Crisis,No,No,NSA,NSA
276624,2023,July,Tuesday,11,Suicide-related,Yes,Yes,NSA,NSA
276625,2023,July,Tuesday,0,Overdose,No,No,NSA,NSA
276626,2023,July,Tuesday,17,Person in Crisis,No,No,NSA,NSA
276627,2023,July,Tuesday,20,Suicide-related,Yes,Yes,NSA,NSA
276628,2023,July,Tuesday,17,Person in Crisis,No,No,NSA,NSA
276629,2023,July,Tuesday,18,Suicide-related,No,No,NSA,NSA
276630,2023,July,Tuesday,15,Suicide-related,Yes,Yes,NSA,NSA
276631,2023,July,Tuesday,21,Suicide-related,Yes,Yes,NSA,NSA
276632,2023,July,Tuesday,21,Suicide-related,No,No,NSA,NSA
276633,2023,July,Tuesday,8,Person in Crisis,No,No,NSA,NSA
276634,2023,July,Tuesday,14,Suicide-related,Yes,No,NSA,NSA
276635,2023,July,Tuesday,18,Suicide-related,Yes,Yes,NSA,NSA
276636,2023,July,Tuesday,21,Person in Crisis,Yes,Yes,NSA,NSA
276637,2023,July,Tuesday,12,Overdose,No,No,NSA,NSA
276638,2023,July,Tuesday,17,Suicide-related,Yes,No,NSA,NSA
276639,2023,July,Tuesday,15,Suicide-related,Yes,No,NSA,NSA
276640,2023,July,Tuesday,12,Person in Crisis,No,No,NSA,NSA
276641,2023,July,Tuesday,16,Person in Crisis,No,No,NSA,NSA
276642,2023,July,Tuesday,18,Suicide-related,Yes,No,NSA,NSA
276643,2023,July,Tuesday,13,Person in Crisis,No,No,NSA,NSA
276644,2023,July,Tuesday,13,Person in Crisis,No,No,NSA,NSA
276645,2023,July,Tuesday,21,Person in Crisis,No,No,NSA,NSA
276646,2023,July,Tuesday,15,Suicide-related,Yes,Yes,NSA,NSA
276647,2023,July,Tuesday,22,Person in Crisis,Yes,Yes,NSA,NSA
276648,2023,July,Tuesday,18,Person in Crisis,No,No,NSA,NSA
276649,2023,July,Tuesday,16,Person in Crisis,No,No,NSA,NSA
276650,2023,July,Tuesday,6,Suicide-related,Yes,No,NSA,NSA
276651,2023,July,Tuesday,13,Suicide-related,Yes,No,NSA,NSA
276652,2023,July,Tuesday,20,Overdose,No,No,NSA,NSA
276653,2023,July,Tuesday,21,Person in Crisis,Yes,No,NSA,NSA
276654,2023,July,Tuesday,20,Person in Crisis,No,No,NSA,NSA
276655,2023,July,Tuesday,3,Person in Crisis,No,No,NSA,NSA
276656,2023,July,Tuesday,12,Person in Crisis,Yes,No,NSA,NSA
276657,2023,July,Tuesday,22,Overdose,Yes,No,NSA,NSA
276658,2023,July,Tuesday,0,Person in Crisis,No,No,NSA,NSA
276659,2023,July,Tuesday,11,Person in Crisis,No,No,NSA,NSA
276660,2023,July,Tuesday,21,Person in Crisis,No,No,NSA,NSA
276661,2023,July,Tuesday,22,Person in Crisis,No,No,NSA,NSA
276662,2023,July,Tuesday,21,Person in Crisis,No,No,NSA,NSA
276663,2023,July,Tuesday,15,Suicide-related,Yes,Yes,NSA,NSA
276664,2023,July,Tuesday,10,Person in Crisis,Yes,Yes,NSA,NSA
276665,2023,July,Tuesday,13,Suicide-related,No,No,NSA,NSA
276666,2023,July,Tuesday,21,Person in Crisis,Yes,Yes,NSA,NSA
276667,2023,July,Tuesday,14,Overdose,Yes,No,NSA,NSA
276668,2023,July,Tuesday,6,Person in Crisis,No,No,NSA,NSA
276669,2023,July,Tuesday,14,Person in Crisis,No,No,NSA,NSA
276670,2023,July,Tuesday,20,Person in Crisis,No,No,NSA,NSA
276671,2023,July,Tuesday,19,Person in Crisis,Yes,Yes,NSA,NSA
276672,2023,July,Tuesday,4,Suicide-related,No,No,NSA,NSA
276673,2023,July,Tuesday,9,Person in Crisis,No,No,NSA,NSA
276674,2023,July,Tuesday,21,Person in Crisis,Yes,No,NSA,NSA
276675,2023,July,Tuesday,22,Person in Crisis,No,No,NSA,NSA
276848,2023,July,Friday,0,Person in Crisis,No,No,NSA,NSA
276849,2023,July,Friday,17,Suicide-related,No,No,NSA,NSA
276850,2023,July,Friday,6,Person in Crisis,No,No,NSA,NSA
276851,2023,July,Friday,10,Person in Crisis,No,No,NSA,NSA
276852,2023,July,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
276853,2023,July,Friday,18,Overdose,No,No,NSA,NSA
276854,2023,July,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
276855,2023,July,Friday,23,Suicide-related,No,No,NSA,NSA
276856,2023,July,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
276857,2023,July,Friday,20,Person in Crisis,Yes,Yes,NSA,NSA
276858,2023,July,Friday,1,Person in Crisis,No,No,NSA,NSA
276859,2023,July,Friday,17,Suicide-related,Yes,Yes,NSA,NSA
276860,2023,July,Friday,17,Person in Crisis,No,No,NSA,NSA
276861,2023,July,Friday,21,Person in Crisis,No,No,NSA,NSA
276862,2023,July,Friday,7,Person in Crisis,Yes,No,NSA,NSA
276863,2023,July,Friday,8,Person in Crisis,No,No,NSA,NSA
276864,2023,July,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
276865,2023,July,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
276866,2023,July,Friday,14,Person in Crisis,No,No,NSA,NSA
276867,2023,July,Friday,10,Suicide-related,Yes,No,NSA,NSA
276868,2023,July,Friday,6,Overdose,Yes,Yes,NSA,NSA
276869,2023,July,Friday,11,Person in Crisis,No,No,NSA,NSA
276870,2023,July,Friday,6,Overdose,No,No,NSA,NSA
276871,2023,July,Friday,11,Person in Crisis,Yes,No,NSA,NSA
276872,2023,July,Friday,0,Person in Crisis,No,No,NSA,NSA
276873,2023,July,Friday,11,Person in Crisis,Yes,No,NSA,NSA
276874,2023,July,Friday,23,Person in Crisis,Yes,No,NSA,NSA
276875,2023,July,Friday,19,Person in Crisis,No,No,NSA,NSA
276876,2023,July,Friday,21,Person in Crisis,No,No,NSA,NSA
276877,2023,July,Friday,7,Suicide-related,Yes,No,NSA,NSA
276878,2023,July,Friday,17,Overdose,Yes,No,NSA,NSA
276879,2023,July,Friday,0,Person in Crisis,No,No,NSA,NSA
276880,2023,July,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
276881,2023,July,Friday,23,Suicide-related,Yes,No,NSA,NSA
276882,2023,July,Friday,21,Person in Crisis,No,No,NSA,NSA
276883,2023,July,Friday,12,Overdose,No,No,NSA,NSA
276884,2023,July,Friday,8,Person in Crisis,Yes,Yes,NSA,NSA
276885,2023,July,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
276886,2023,July,Friday,10,Person in Crisis,Yes,Yes,NSA,NSA
276887,2023,July,Friday,23,Suicide-related,Yes,Yes,NSA,NSA
276888,2023,July,Friday,14,Suicide-related,Yes,Yes,NSA,NSA
276889,2023,July,Friday,9,Person in Crisis,Yes,Yes,NSA,NSA
276890,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
276891,2023,July,Friday,16,Suicide-related,No,No,NSA,NSA
276892,2023,July,Friday,23,Suicide-related,No,No,NSA,NSA
276893,2023,July,Friday,13,Person in Crisis,Yes,No,NSA,NSA
276894,2023,July,Friday,22,Overdose,No,No,NSA,NSA
276895,2023,July,Friday,14,Suicide-related,No,No,NSA,NSA
276896,2023,July,Friday,16,Overdose,No,No,NSA,NSA
276897,2023,July,Friday,17,Suicide-related,Yes,Yes,NSA,NSA
276898,2023,July,Friday,8,Person in Crisis,Yes,Yes,NSA,NSA
276899,2023,July,Friday,23,Suicide-related,Yes,Yes,NSA,NSA
276900,2023,July,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
276901,2023,July,Friday,20,Suicide-related,Yes,No,NSA,NSA
276902,2023,July,Friday,20,Person in Crisis,No,No,NSA,NSA
276903,2023,July,Friday,7,Person in Crisis,No,No,NSA,NSA
276904,2023,July,Friday,11,Person in Crisis,No,No,NSA,NSA
276905,2023,July,Friday,14,Suicide-related,No,No,NSA,NSA
276906,2023,July,Friday,13,Person in Crisis,No,No,NSA,NSA
276907,2023,July,Friday,2,Person in Crisis,No,No,NSA,NSA
276908,2023,July,Friday,0,Suicide-related,Yes,Yes,NSA,NSA
276909,2023,July,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
276910,2023,July,Friday,11,Person in Crisis,Yes,No,NSA,NSA
276911,2023,July,Friday,11,Overdose,No,No,NSA,NSA
276912,2023,July,Friday,21,Person in Crisis,No,No,NSA,NSA
276913,2023,July,Friday,9,Overdose,No,No,NSA,NSA
276914,2023,July,Friday,9,Overdose,No,No,NSA,NSA
276915,2023,July,Friday,15,Overdose,No,No,NSA,NSA
276916,2023,July,Friday,18,Suicide-related,No,No,NSA,NSA
276917,2023,July,Friday,12,Suicide-related,Yes,Yes,NSA,NSA
276918,2023,July,Friday,22,Suicide-related,No,No,NSA,NSA
276919,2023,July,Friday,19,Overdose,No,No,NSA,NSA
276920,2023,July,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
276921,2023,July,Friday,3,Person in Crisis,Yes,Yes,NSA,NSA
276922,2023,July,Friday,22,Suicide-related,Yes,Yes,NSA,NSA
276923,2023,July,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
276924,2023,July,Friday,20,Person in Crisis,No,No,NSA,NSA
276925,2023,July,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
276926,2023,July,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
276927,2023,July,Friday,14,Suicide-related,No,No,NSA,NSA
276928,2023,July,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
276929,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
276930,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
276931,2023,July,Friday,22,Suicide-related,Yes,Yes,NSA,NSA
276932,2023,July,Friday,2,Suicide-related,Yes,No,NSA,NSA
276933,2023,July,Friday,0,Person in Crisis,No,No,NSA,NSA
276934,2023,July,Friday,11,Suicide-related,Yes,No,NSA,NSA
276935,2023,July,Friday,22,Suicide-related,Yes,No,NSA,NSA
276936,2023,July,Friday,18,Suicide-related,Yes,No,NSA,NSA
276937,2023,July,Friday,23,Overdose,Yes,No,NSA,NSA
277416,2023,July,Friday,17,Person in Crisis,No,No,NSA,NSA
277417,2023,July,Friday,22,Overdose,No,No,NSA,NSA
277418,2023,July,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
277419,2023,July,Friday,7,Overdose,No,No,NSA,NSA
277420,2023,July,Friday,22,Suicide-related,No,No,NSA,NSA
277421,2023,July,Friday,13,Overdose,No,No,NSA,NSA
277422,2023,July,Friday,9,Overdose,No,No,NSA,NSA
277423,2023,July,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
277424,2023,July,Friday,10,Suicide-related,Yes,No,NSA,NSA
277425,2023,July,Friday,19,Person in Crisis,No,No,NSA,NSA
277426,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
277427,2023,July,Friday,16,Person in Crisis,No,No,NSA,NSA
277428,2023,July,Friday,13,Suicide-related,Yes,Yes,NSA,NSA
277429,2023,July,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
277430,2023,July,Friday,18,Suicide-related,No,No,NSA,NSA
277431,2023,July,Friday,20,Person in Crisis,No,No,NSA,NSA
277432,2023,July,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
277433,2023,July,Friday,10,Overdose,No,No,NSA,NSA
277434,2023,July,Friday,3,Suicide-related,No,No,NSA,NSA
277435,2023,July,Friday,7,Person in Crisis,No,No,NSA,NSA
277436,2023,July,Friday,17,Suicide-related,No,No,NSA,NSA
277437,2023,July,Friday,15,Suicide-related,No,No,NSA,NSA
277438,2023,July,Friday,20,Person in Crisis,Yes,Yes,NSA,NSA
277439,2023,July,Friday,0,Person in Crisis,No,No,NSA,NSA
277440,2023,July,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
277441,2023,July,Friday,17,Person in Crisis,No,No,NSA,NSA
277442,2023,July,Friday,14,Overdose,No,No,NSA,NSA
277443,2023,July,Friday,23,Suicide-related,No,No,NSA,NSA
277444,2023,July,Friday,0,Suicide-related,Yes,Yes,NSA,NSA
277445,2023,July,Friday,6,Person in Crisis,No,No,NSA,NSA
277446,2023,July,Friday,8,Overdose,No,No,NSA,NSA
277447,2023,July,Friday,9,Person in Crisis,Yes,Yes,NSA,NSA
277448,2023,July,Friday,10,Person in Crisis,Yes,No,NSA,NSA
277449,2023,July,Friday,14,Suicide-related,Yes,No,NSA,NSA
277450,2023,July,Friday,22,Suicide-related,Yes,Yes,NSA,NSA
277451,2023,July,Friday,13,Person in Crisis,No,No,NSA,NSA
277452,2023,July,Friday,21,Person in Crisis,No,No,NSA,NSA
277453,2023,July,Friday,13,Suicide-related,Yes,No,NSA,NSA
277454,2023,July,Friday,13,Person in Crisis,Yes,Yes,NSA,NSA
277455,2023,July,Friday,7,Person in Crisis,No,No,NSA,NSA
277456,2023,July,Friday,16,Overdose,No,No,NSA,NSA
277457,2023,July,Friday,9,Person in Crisis,No,No,NSA,NSA
277458,2023,July,Friday,13,Person in Crisis,Yes,No,NSA,NSA
277459,2023,July,Friday,22,Suicide-related,Yes,No,NSA,NSA
277460,2023,July,Friday,7,Person in Crisis,No,No,NSA,NSA
277461,2023,July,Friday,3,Suicide-related,No,No,NSA,NSA
277462,2023,July,Friday,16,Suicide-related,Yes,Yes,NSA,NSA
277463,2023,July,Friday,14,Suicide-related,Yes,No,NSA,NSA
277464,2023,July,Friday,15,Suicide-related,Yes,No,NSA,NSA
277465,2023,July,Friday,18,Overdose,No,No,NSA,NSA
277466,2023,July,Friday,9,Suicide-related,No,No,NSA,NSA
277467,2023,July,Friday,0,Overdose,Yes,Yes,NSA,NSA
277468,2023,July,Friday,17,Person in Crisis,No,No,NSA,NSA
277469,2023,July,Friday,8,Overdose,No,No,NSA,NSA
277470,2023,July,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
277471,2023,July,Friday,18,Overdose,No,No,NSA,NSA
277472,2023,July,Friday,16,Suicide-related,No,No,NSA,NSA
277473,2023,July,Friday,5,Suicide-related,No,No,NSA,NSA
277474,2023,July,Friday,9,Overdose,No,No,NSA,NSA
277475,2023,July,Friday,0,Suicide-related,No,No,NSA,NSA
277476,2023,July,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
277477,2023,July,Friday,12,Person in Crisis,Yes,No,NSA,NSA
277478,2023,July,Friday,23,Person in Crisis,No,No,NSA,NSA
277479,2023,July,Friday,21,Suicide-related,Yes,No,NSA,NSA
277480,2023,July,Friday,17,Suicide-related,No,No,NSA,NSA
277481,2023,July,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
277482,2023,July,Friday,15,Person in Crisis,Yes,No,NSA,NSA
277483,2023,July,Friday,15,Person in Crisis,Yes,Yes,NSA,NSA
277484,2023,July,Friday,17,Overdose,No,No,NSA,NSA
277485,2023,July,Friday,15,Overdose,No,No,NSA,NSA
277486,2023,July,Friday,13,Person in Crisis,No,No,NSA,NSA
277487,2023,July,Friday,22,Overdose,Yes,No,NSA,NSA
277488,2023,July,Friday,14,Overdose,No,No,NSA,NSA
277489,2023,July,Friday,17,Person in Crisis,No,No,NSA,NSA
277490,2023,July,Friday,17,Person in Crisis,Yes,No,NSA,NSA
277491,2023,July,Friday,10,Person in Crisis,Yes,Yes,NSA,NSA
277492,2023,July,Friday,8,Suicide-related,Yes,Yes,NSA,NSA
277493,2023,July,Friday,12,Suicide-related,Yes,No,NSA,NSA
277494,2023,July,Friday,0,Person in Crisis,Yes,Yes,NSA,NSA
277495,2023,July,Friday,18,Overdose,Yes,No,NSA,NSA
277496,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
277497,2023,July,Friday,14,Person in Crisis,No,No,NSA,NSA
277498,2023,July,Friday,1,Person in Crisis,Yes,Yes,NSA,NSA
277499,2023,July,Friday,16,Person in Crisis,Yes,Yes,NSA,NSA
277500,2023,July,Friday,17,Person in Crisis,Yes,Yes,NSA,NSA
277501,2023,July,Friday,18,Person in Crisis,Yes,Yes,NSA,NSA
277502,2023,July,Friday,19,Suicide-related,Yes,Yes,NSA,NSA
277503,2023,July,Friday,20,Suicide-related,Yes,Yes,NSA,NSA
277504,2023,July,Friday,11,Person in Crisis,Yes,Yes,NSA,NSA
277505,2023,July,Friday,11,Suicide-related,Yes,No,NSA,NSA
277506,2023,July,Friday,3,Overdose,Yes,No,NSA,NSA
277507,2023,July,Friday,4,Person in Crisis,Yes,Yes,NSA,NSA
277508,2023,July,Friday,1,Person in Crisis,Yes,No,NSA,NSA
277509,2023,July,Friday,17,Suicide-related,No,No,NSA,NSA
277510,2023,July,Friday,3,Overdose,No,No,NSA,NSA
277511,2023,July,Friday,6,Person in Crisis,No,No,NSA,NSA
277512,2023,July,Friday,4,Suicide-related,Yes,No,NSA,NSA
277513,2023,July,Friday,17,Suicide-related,Yes,Yes,NSA,NSA
277514,2023,July,Friday,18,Person in Crisis,No,No,NSA,NSA
277515,2023,July,Friday,21,Person in Crisis,Yes,Yes,NSA,NSA
277516,2023,July,Friday,14,Suicide-related,No,No,NSA,NSA
277517,2023,July,Friday,20,Person in Crisis,No,No,NSA,NSA
277518,2023,July,Friday,12,Person in Crisis,Yes,Yes,NSA,NSA
277519,2023,July,Friday,22,Overdose,No,No,NSA,NSA
277520,2023,July,Friday,1,Suicide-related,Yes,No,NSA,NSA
277521,2023,July,Friday,13,Suicide-related,Yes,Yes,NSA,NSA
277522,2023,July,Friday,17,Overdose,No,No,NSA,NSA
277523,2023,July,Friday,14,Person in Crisis,No,No,NSA,NSA
277524,2023,July,Friday,14,Overdose,No,No,NSA,NSA
278138,2023,July,Saturday,22,Suicide-related,No,No,NSA,NSA
278139,2023,July,Saturday,12,Suicide-related,Yes,Yes,NSA,NSA
278140,2023,July,Saturday,21,Suicide-related,No,No,NSA,NSA
278141,2023,July,Saturday,17,Overdose,No,No,NSA,NSA
278142,2023,July,Saturday,23,Person in Crisis,Yes,No,NSA,NSA
278143,2023,July,Saturday,8,Person in Crisis,No,No,NSA,NSA
278144,2023,July,Saturday,2,Person in Crisis,No,No,NSA,NSA
278145,2023,July,Saturday,17,Overdose,No,No,NSA,NSA
278146,2023,July,Saturday,8,Overdose,No,No,NSA,NSA
278147,2023,July,Saturday,18,Person in Crisis,No,No,NSA,NSA
278148,2023,July,Saturday,12,Suicide-related,Yes,Yes,NSA,NSA
278149,2023,July,Saturday,7,Overdose,No,No,NSA,NSA
278150,2023,July,Saturday,19,Suicide-related,Yes,Yes,NSA,NSA
278151,2023,July,Saturday,20,Person in Crisis,No,No,NSA,NSA
278152,2023,July,Saturday,0,Suicide-related,No,No,NSA,NSA
278153,2023,July,Saturday,19,Suicide-related,Yes,Yes,NSA,NSA
278154,2023,July,Saturday,6,Suicide-related,No,No,NSA,NSA
278155,2023,July,Saturday,23,Person in Crisis,No,No,NSA,NSA
278156,2023,July,Saturday,17,Suicide-related,Yes,No,NSA,NSA
278157,2023,July,Saturday,2,Person in Crisis,No,No,NSA,NSA
278158,2023,July,Saturday,23,Overdose,Yes,Yes,NSA,NSA
278159,2023,July,Saturday,1,Person in Crisis,Yes,No,NSA,NSA
278160,2023,July,Saturday,21,Overdose,No,No,NSA,NSA
278161,2023,July,Saturday,7,Person in Crisis,No,No,NSA,NSA
278162,2023,July,Saturday,9,Overdose,Yes,No,NSA,NSA
278163,2023,July,Saturday,16,Overdose,No,No,NSA,NSA
278164,2023,July,Saturday,4,Suicide-related,Yes,No,NSA,NSA
278165,2023,July,Saturday,7,Person in Crisis,Yes,No,NSA,NSA
278166,2023,July,Saturday,10,Suicide-related,No,No,NSA,NSA
278167,2023,July,Saturday,1,Person in Crisis,No,No,NSA,NSA
278168,2023,July,Saturday,2,Suicide-related,Yes,Yes,NSA,NSA
278169,2023,July,Saturday,19,Overdose,No,No,NSA,NSA
278170,2023,July,Saturday,12,Suicide-related,Yes,No,NSA,NSA
278171,2023,July,Saturday,18,Overdose,No,No,NSA,NSA
278172,2023,July,Saturday,7,Overdose,Yes,Yes,NSA,NSA
278173,2023,July,Saturday,22,Suicide-related,No,No,NSA,NSA
278174,2023,July,Saturday,22,Overdose,Yes,No,NSA,NSA
278175,2023,July,Saturday,11,Person in Crisis,No,No,NSA,NSA
